date,ensemble,dji
2022-08-03,1594984.2536707812,1321804.990805194
2022-08-04,1591106.5863123827,1318353.5062018225
2022-08-05,1596061.4990321093,1321441.1797172485
2022-08-08,1599473.5238123827,1322612.2359960072
2022-08-09,1593831.955819219,1320270.595511701
2022-08-10,1622674.8997889452,1341826.4024724679
2022-08-11,1624494.7574549608,1342920.510817833
2022-08-12,1646992.3498621874,1360016.0127233171
2022-08-15,1653885.2439051562,1366114.569178513
2022-08-16,1663854.543099492,1375765.319188761
2022-08-17,1652889.647347539,1368848.9745743729
2022-08-18,1655192.286019414,1369603.03285008
2022-08-19,1638013.7126551562,1357828.1107480605
2022-08-22,1606300.3702479296,1331920.575570542
2022-08-23,1600215.752694219,1325716.1173583446
2022-08-24,1604545.6117030077,1328118.6552868697
2022-08-25,1621409.291756719,1341112.155704222
2022-08-26,1571733.759041875,1300490.9640073287
2022-08-29,1562079.9608241017,1293062.2626012666
2022-08-30,1546048.3276453903,1280650.0416643948
2022-08-31,1532973.7639246874,1269352.9363307778
2022-09-01,1536698.4482508593,1275233.9457145706
2022-09-02,1521026.3646326952,1261618.882236066
2022-09-06,1511784.9443446093,1254644.2365801192
2022-09-07,1534579.8880701952,1272207.0122856265
2022-09-08,1544380.81177625,1279991.4208561787
2022-09-09,1564284.0642176562,1295186.0412986956
2022-09-12,1576554.5971766403,1304436.3158682769
2022-09-13,1514526.3310633593,1253019.596624456
2022-09-14,1516569.9066248827,1254232.9034555994
2022-09-15,1507797.598519414,1247252.9863154632
2022-09-16,1498887.2576991017,1241637.4394339905
2022-09-19,1508827.6206141403,1249583.7691159162
2022-09-20,1492799.3372889452,1236956.9122257754
2022-09-21,1467992.9719325,1215910.7082962855
2022-09-22,1458991.741097539,1211596.352542071
2022-09-23,1433741.0503016403,1192007.674651549
2022-09-26,1417218.641121953,1178730.2221977795
2022-09-27,1412683.3785487108,1173661.7294889896
2022-09-28,1441689.3663416796,1195767.3443828363
2022-09-29,1417892.8474207812,1177312.1929507982
2022-09-30,1395734.9244471483,1157166.3899924257
2022-10-03,1432869.8732996874,1187998.6715859843
2022-10-04,1475097.6229334765,1221249.9349915849
2022-10-05,1472382.851927617,1219539.8497847307
2022-10-06,1456399.5027581835,1205564.2797307577
2022-10-07,1422356.8211175583,1180179.5656344236
2022-10-10,1416427.2625238083,1176396.6069580603
2022-10-11,1415865.8582269335,1177859.247123481
2022-10-12,1414511.9500238083,1176717.6167415413
2022-10-13,1453459.4500238083,1210067.2287327673
2022-10-14,1430596.3504144335,1193797.0681578517
2022-10-17,1460117.3230706835,1215992.9277138684
2022-10-18,1476051.3133050583,1229607.9911923727
2022-10-19,1470197.6922113083,1225580.0265194995
2022-10-20,1465226.3640863083,1221945.6135468646
2022-10-21,1501090.9715081835,1252116.8352872839
2022-10-24,1520279.4636956835,1268917.4487936287
2022-10-25,1538875.7254144335,1282497.893569993
2022-10-26,1534868.8914300583,1282593.3310374839
2022-10-27,1539814.2625238083,1290415.1907494422
2022-10-28,1580188.2097894335,1323791.0028038789
2022-10-31,1572719.0476800583,1318600.4004911764
2022-11-01,1567618.1336175583,1315387.784932572
2022-11-02,1539800.7801019335,1295026.8739477193
2022-11-03,1530373.9011956835,1289124.9359849056
2022-11-04,1549638.2429925583,1305317.7552320857
2022-11-07,1569043.8250238083,1322389.1027249403
2022-11-08,1583994.8582269335,1335836.8949290132
2022-11-09,1552090.9890863083,1309777.9029296313
2022-11-10,1616248.7664300583,1358175.871346832
2022-11-11,1621378.5086175583,1359484.6156454661
2022-11-14,1610221.7957269335,1350978.3284564237
2022-11-15,1615502.5750238083,1353243.1783650736
2022-11-16,1610715.1375238083,1351668.3421331714
2022-11-17,1609703.2058831835,1351365.900562656
2022-11-18,1618096.5847894335,1359397.282101431
2022-11-21,1614001.4617425583,1357567.9984087986
2022-11-22,1633408.1218988083,1373593.6250604156
2022-11-23,1639434.7000238083,1377459.1178698356
2022-11-25,1644798.2722894335,1383621.404208517
2022-11-28,1620716.8328363083,1363577.490384852
2022-11-29,1619662.8308831835,1363701.1735661346
2022-11-30,1659342.7937738083,1393399.7713434722
2022-12-01,1651423.0691644335,1385554.2292920954
2022-12-02,1652510.3875238083,1386958.8044525632
2022-12-05,1628245.6668206835,1367510.8043789198
2022-12-06,1609462.7605706835,1353380.866384949
2022-12-07,1608515.0886956835,1353444.5962684343
2022-12-08,1618446.6531488083,1360838.9936878304
2022-12-09,1604242.9949456835,1348551.714794137
2022-12-12,1628947.4383050583,1369844.7343341128
2022-12-13,1635333.9519769335,1374018.1762348432
2022-12-14,1627811.2527581835,1368286.2633068587
2022-12-15,1589231.2058831835,1337504.2575102719
2022-12-16,1575505.2156488083,1326154.0439404172
2022-12-19,1565793.6590081835,1319590.9674455952
2022-12-20,1569685.4676019335,1323305.0821120208
2022-12-21,1594729.3152581835,1344524.1435156064
2022-12-22,1575873.1433831835,1330465.488576497
2022-12-23,1583675.0066644335,1337573.180199078
2022-12-27,1582652.0828363083,1339089.007279605
2022-12-28,1564767.5535394335,1324351.353705338
2022-12-29,1584027.7234613083,1338252.8082651836
2022-12-30,1580729.6218988083,1335289.9194351991
2023-01-03,1578841.7078363083,
